EmployeeNumber,Surname,GivenName,Gender,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
4546,Drummond,Zachary,M,Produce Clerk,Produce,Nanaimo,Stores,34.04746503,4.043325963,0.956597464,Stores
4547,Alvarez,Andrea,F,Baker,Bakery,Langley,Stores,27.91202813,3.439467847,8.671158684,Stores
4548,Barre,Cleopatra,F,Meat Cutter,Meats,Vancouver,Stores,39.38310452,5.372258111,70.47592682,Stores
4549,Faust,Victor,M,Meat Cutter,Meats,Vancouver,Stores,45.60993975,5.324428648,118.5818455,Stores
4550,Bullock,Thomas,F,Produce Clerk,Produce,Kelowna,Stores,26.95020363,4.095389993,24.8800159,Stores
4551,Mendel,Joyce,F,Baker,Bakery,Kamloops,Stores,40.0999438,3.891667841,58.73077383,Stores
4552,Brown,Christian,M,Meat Cutter,Meats,Abbotsford,Stores,32.11902835,8.6390658,0,Stores
4553,Ray,Bobby,M,Baker,Bakery,Terrace,Stores,56.3409306,2.512518358,122.147162,Stores
4554,Shriver,Sheryl,F,Baker,Bakery,New Westminster,Stores,51.84969805,5.341537694,104.7083006,Stores
4555,Doyle,Eddie,M,Meat Cutter,Meats,Vancouver,Stores,38.81399016,4.383547263,47.21444765,Stores
4556,Delarosa,Ronnie,M,Dairy Person,Dairy,Vancouver,Stores,39.56338002,4.522195764,24.14682718,Stores
4557,Gilbert,Beatrice,F,Produce Clerk,Produce,Langley,Stores,27.23296581,6.825092984,0,Stores
4558,Brown,Normand,M,Produce Clerk,Produce,Victoria,Stores,40.57209447,3.361212417,25.1543033,Stores
4559,Johnson,Marguerite,F,Produce Clerk,Produce,Nanaimo,Stores,40.43890691,4.234961621,69.38483931,Stores
4560,Deleon,Deshawn,M,Produce Clerk,Produce,West Vancouver,Stores,48.21209544,2.380060284,32.34477735,Stores
4561,Rother,Charles,M,Produce Clerk,Produce,Cranbrook,Stores,49.36064061,5.929539293,93.47247144,Stores
4562,Campbell,Douglas,M,Meat Cutter,Meats,Abbotsford,Stores,51.74849947,4.406298809,100.069908,Stores
4563,Poole,Mary,F,Baker,Bakery,Trail,Stores,49.13364296,5.382745844,127.9886915,Stores
4564,Gilbert,Michael,M,Dairy Person,Dairy,Vancouver,Stores,28.98962655,5.083576504,5.227192306,Stores
4565,Harris,Mary,F,Produce Clerk,Produce,Aldergrove,Stores,32.25079014,5.39429337,12.89754685,Stores
4566,Gauthier,Iris,F,Produce Clerk,Produce,Victoria,Stores,47.44933131,4.554396933,54.03552107,Stores
4567,Sims,Francine,F,Produce Clerk,Produce,Surrey,Stores,41.59147478,4.487404314,73.0121817,Stores
4568,Cerda,Bobby,M,Produce Clerk,Produce,Richmond,Stores,65.54523117,2.998506026,138.4273791,Stores
4569,Lawrence,Sarah,F,Baker,Bakery,Nanaimo,Stores,28.34771702,3.818472151,9.119172997,Stores
4570,Jurado,Clara,F,Produce Clerk,Produce,Cranbrook,Stores,40.55575182,4.322043354,34.84350558,Stores
4571,Contreras,Juanita,F,Baker,Bakery,Nanaimo,Stores,27.43018116,3.14162752,0,Stores
4572,Armstrong,Benjamin,M,Baker,Bakery,Prince George,Stores,46.30741353,3.573605824,38.38328087,Stores
4573,Frazier,Donnie,M,Baker,Bakery,New Westminster,Stores,48.67260857,7.386674295,98.83624566,Stores
4574,McCarthy,Lawrence,M,Produce Clerk,Produce,Prince George,Stores,52.17377596,3.516292338,101.5337595,Stores
4575,Hsu,Florence,F,Dairy Person,Dairy,Vancouver,Stores,43.75183017,5.392713161,69.9576951,Stores
4576,Fernandez,Joan,F,Baker,Bakery,Kelowna,Stores,43.9514381,5.376538748,101.9928632,Stores
4577,Warner,Elane,F,Produce Clerk,Produce,Quesnel,Stores,52.45540397,4.422817969,90.17211596,Stores
4578,Roche,Chester,M,Dairy Person,Dairy,Vancouver,Stores,47.72987858,3.490475194,83.54367898,Stores
4579,Moses,John,M,Baker,Bakery,Langley,Stores,37.90698154,4.298834267,35.06470903,Stores
4580,Kelley,Ruben,M,Produce Clerk,Produce,Langley,Stores,44.01963233,5.997439738,38.84533413,Stores
4581,Mitchell,Kimberly,F,Dairy Person,Dairy,Vancouver,Stores,30.3205917,4.491385899,0,Stores
4582,McHugh,Diana,F,Dairy Person,Dairy,Vancouver,Stores,36.00452947,6.107024132,0,Stores
4583,Fain,Merlin,M,Cashier,Customer Service,Victoria,Stores,39.15477715,6.914576148,54.59753763,Stores
4584,Fowler,Thomas,M,Baker,Bakery,New Westminster,Stores,22.40636895,2.423206405,0,Stores
4585,Fagin,Douglas,M,Dairy Person,Dairy,Vancouver,Stores,30.10802029,3.62436914,0,Stores
4586,Evans,Kimberly,F,Produce Clerk,Produce,Squamish,Stores,43.84223162,5.710405134,76.64685289,Stores
4587,Fields,Joseph,M,Produce Clerk,Produce,Cranbrook,Stores,39.61758081,6.721396113,46.23602582,Stores
4588,Robison,Nina,F,Meat Cutter,Meats,Vancouver,Stores,15.66484651,3.386012958,0,Stores
4589,Ross,Fernando,M,Produce Clerk,Produce,Burnaby,Stores,30.04222753,3.791881489,30.48416478,Stores
4590,Sullivan,Cynthia,F,Cashier,Customer Service,Victoria,Stores,65.36837429,3.033414322,223.3503976,Stores
4591,Tillotson,Robert,M,Produce Clerk,Produce,Cranbrook,Stores,41.94652256,5.212074521,67.44994709,Stores
4592,Bourque,Stephanie,F,Baker,Bakery,Nelson,Stores,47.8339639,5.027166968,48.73332264,Stores
4593,Calhoun,Juan,M,Baker,Bakery,Kelowna,Stores,35.80111381,3.685881771,37.96164708,Stores
4594,Deane,Michael,M,Baker,Bakery,Prince George,Stores,33.99021376,3.787902824,12.98970161,Stores
4595,Drake,Antonio,M,Produce Clerk,Produce,Williams Lake,Stores,29.42749471,3.77510406,0,Stores
4596,Macaluso,Dorris,F,Baker,Bakery,Chilliwack,Stores,31.30863559,4.833517029,3.856373033,Stores
4597,Campbell,Helen,F,Baker,Bakery,Prince George,Stores,41.36315772,3.603277529,111.9242116,Stores
4598,Hatfield,Carla,F,Baker,Bakery,Kamloops,Stores,28.56540435,5.261520665,20.55965911,Stores
4599,Walker,Jean,F,Meat Cutter,Meats,Vancouver,Stores,56.44770711,5.310999531,145.6696029,Stores
4600,McGee,Martha,F,Dairy Person,Dairy,Vancouver,Stores,39.65671138,5.998805763,95.95880158,Stores
4601,Spear,William,M,Dairy Person,Dairy,Vancouver,Stores,41.97226163,3.817645005,56.39066418,Stores
4602,Soderberg,Alleen,F,Produce Clerk,Produce,Victoria,Stores,46.56376457,4.604496781,139.4226888,Stores
4603,Aleman,Gregory,M,Dairy Person,Dairy,Terrace,Stores,36.67144103,5.533036337,17.05126988,Stores
4604,Bragg,Justin,M,Produce Clerk,Produce,Nanaimo,Stores,63.42128664,5.888628103,133.2744491,Stores
4605,Major,Rebecca,F,Produce Clerk,Produce,Prince George,Stores,38.57265252,4.74652069,42.81226701,Stores
4606,Harrison,Jessie,F,Baker,Bakery,Kamloops,Stores,40.27154201,4.349041781,100.9519821,Stores
4607,Sublett,Marilu,F,Baker,Bakery,Kamloops,Stores,47.80948665,4.044537403,152.1984803,Stores
4608,Bailey,Tamara,F,Meat Cutter,Meats,Vancouver,Stores,45.77898633,4.440171538,115.2260515,Stores
4609,Peterson,James,M,Produce Clerk,Produce,West Vancouver,Stores,43.49362688,4.969185946,17.61089659,Stores
4610,Colon,Jeffery,M,Baker,Bakery,Langley,Stores,34.27939594,3.324178255,0,Stores
4611,Reeves,Corey,M,Produce Clerk,Produce,Nanaimo,Stores,59.78196984,4.984798608,60.55257273,Stores
4612,Rodriguez,Ronald,M,Cashier,Customer Service,Victoria,Stores,41.75313116,2.534665419,15.464068,Stores
4613,Barnes,Lloyd,M,Meat Cutter,Meats,Vancouver,Stores,52.94532039,2.680936013,63.57205291,Stores
4614,Lambdin,Michael,M,Produce Clerk,Produce,Burnaby,Stores,45.67635806,4.565553334,98.95464879,Stores
4615,Kuhns,Brett,M,Dairy Person,Dairy,Pitt Meadows,Stores,39.61015103,5.318394047,46.04495825,Stores
4616,Lemaster,Raymond,M,Baker,Bakery,Vernon,Stores,51.76310598,2.963447071,104.0127122,Stores
4617,Shaw,Rosalyn,F,Produce Clerk,Produce,New Westminister,Stores,33.09188117,4.878286297,20.15091753,Stores
4618,Myers,Stefanie,F,Dairy Person,Dairy,Vancouver,Stores,34.60072358,5.138465567,0,Stores
4619,Pettyjohn,Sharon,F,Produce Clerk,Produce,Williams Lake,Stores,40.40062097,3.710568176,80.50999731,Stores
4620,Pruitt,Michael,M,Baker,Bakery,Nanaimo,Stores,68.49214185,4.135945018,154.5044222,Stores
4621,Tinkham,Amanda,F,Produce Clerk,Produce,Quesnel,Stores,42.05745036,3.727386968,64.6891395,Stores
4622,Robinson,Johnny,M,Shelf Stocker,Processed Foods,Bella Bella,Stores,33.20956615,3.979981306,0,Stores
4623,Sloan,Patricia,F,Dairy Person,Dairy,Vancouver,Stores,34.91580547,4.122652547,2.149561215,Stores
4624,Gress,Ronnie,M,Cashier,Customer Service,Victoria,Stores,43.1847824,3.555819031,60.55690847,Stores
4625,Stayton,Michael,M,Baker,Bakery,Nanaimo,Stores,42.94540677,4.861455536,72.20476585,Stores
4626,Look,Amanda,F,Baker,Bakery,Prince George,Stores,27.7879328,3.565788445,25.05635943,Stores
4627,Schwartz,Benny,M,Baker,Bakery,Prince George,Stores,44.01451533,3.925072107,3.502903011,Stores
4628,Malone,John,M,Produce Clerk,Produce,Trail,Stores,27.19513443,1.10133974,0,Stores
4629,Halle,Travis,M,Baker,Bakery,Quesnel,Stores,46.83041168,4.068166531,86.56521132,Stores
4630,McFadden,Javier,M,Produce Clerk,Produce,North Vancouver,Stores,57.29141001,6.790517399,174.1295465,Stores
4631,Coleman,Ryan,M,Baker,Bakery,Nanaimo,Stores,31.91129758,4.908665491,0,Stores
4632,Garrison,Gary,M,Produce Clerk,Produce,Prince George,Stores,25.84942248,3.047046818,0,Stores
4633,Harrington,Frank,M,Produce Clerk,Produce,Terrace,Stores,31.45947453,3.987494284,41.23746486,Stores
4634,Hubbard,Aimee,F,Produce Clerk,Produce,Terrace,Stores,41.85413534,4.347841234,71.78048717,Stores
4635,Smith,Rosie,F,Produce Clerk,Produce,Fort Nelson,Stores,47.88905867,3.202412263,75.00694169,Stores
4636,Barkley,Margarita,F,Produce Clerk,Produce,Prince George,Stores,42.56192,5.96811225,23.41337914,Stores
4637,Sims,Todd,M,Produce Clerk,Produce,New Westminster,Stores,38.07684274,5.067552404,19.14067893,Stores
4638,Booker,Goldie,F,Baker,Bakery,Kelowna,Stores,51.63850195,4.499536683,86.1474325,Stores
4639,Martinez,Colleen,F,Baker,Bakery,North Vancouver,Stores,26.17406211,4.145136703,0,Stores
4640,Coates,Elijah,M,Cashier,Customer Service,Victoria,Stores,59.95778651,7.177378342,128.9533406,Stores
4641,Langdon,Colleen,F,Produce Clerk,Produce,Burnaby,Stores,51.9228344,4.023697734,95.12827928,Stores
4642,Hoeppner,Teresa,F,Cashier,Customer Service,Victoria,Stores,40.24370877,5.333395081,77.83489957,Stores
4643,Wright,Alice,F,Produce Clerk,Produce,Chilliwack,Stores,42.56352754,4.21899595,90.22502745,Stores
4644,Triplett,Christine,F,Produce Clerk,Produce,Fort St John,Stores,37.06494348,5.402895274,21.50444024,Stores
4645,Orozco,Ann,F,Produce Clerk,Produce,Trail,Stores,38.62607109,4.361913195,74.13735067,Stores
4646,Leboeuf,Lorraine,F,Produce Clerk,Produce,West Vancouver,Stores,40.2891024,6.071910148,37.9442034,Stores
4647,Estes,Karen,F,Produce Clerk,Produce,Quesnel,Stores,42.0395907,6.645104547,115.1214619,Stores
4648,Baker,Stephanie,F,Dairy Person,Dairy,Vancouver,Stores,34.08398687,4.679718291,4.775849282,Stores
4649,Sprayberry,David,M,Produce Clerk,Produce,Victoria,Stores,35.6039143,5.69769589,0,Stores
4650,McDougal,Patricia,F,Produce Clerk,Produce,Fort St John,Stores,66.60856704,5.044634698,207.0117455,Stores
4651,Hernandez,Charles,M,Shelf Stocker,Processed Foods,Vancouver,Stores,28.47818391,2.022084548,0,Stores
4652,Johnston,Maureen,F,Produce Clerk,Produce,Richmond,Stores,34.37637561,5.320763061,0,Stores
4653,Metcalf,Elizabeth,F,Baker,Bakery,Kelowna,Stores,39.23734461,4.200260134,34.44889839,Stores
4654,Morey,Kevin,M,Shelf Stocker,Processed Foods,Vancouver,Stores,37.79987095,3.933246205,0,Stores
4655,Raya,Hassan,M,Shelf Stocker,Processed Foods,Vancouver,Stores,38.03589884,3.551924421,75.53824525,Stores
4656,Mitcham,Barry,M,Baker,Bakery,Prince George,Stores,32.44541888,3.191281865,38.25033365,Stores
4657,Matheny,Eric,M,Produce Clerk,Produce,Terrace,Stores,49.84091704,1.97528266,94.71125677,Stores
4658,Rankin,Fabian,M,Produce Clerk,Produce,Victoria,Stores,47.03718015,4.262527385,80.10797021,Stores
4659,Jackson,Elizabeth,F,Cashier,Customer Service,Dawson Creek,Stores,45.7160768,3.432529621,138.2709228,Stores
4660,Ostler,Alonzo,M,Baker,Bakery,Nanaimo,Stores,51.65546962,1.306158493,110.9734085,Stores
4661,Schueler,Debra,F,Baker,Bakery,New Westminster,Stores,35.95772584,6.349005558,26.08200178,Stores
4662,Webb,Michael,M,Produce Clerk,Produce,Victoria,Stores,25.84663494,5.909798149,0,Stores
4663,Crews,April,F,Shelf Stocker,Processed Foods,Vancouver,Stores,47.19566927,3.981473731,100.4696691,Stores
4664,Johnson,Jamie,M,Produce Clerk,Produce,Richmond,Stores,41.90324584,6.159309657,45.10218444,Stores
4665,Adams,Dorothy,F,Produce Clerk,Produce,Victoria,Stores,31.08689923,4.767043049,0,Stores
4666,Adams,Matthew,M,Cashier,Customer Service,Victoria,Stores,56.88331327,4.389633276,109.5073654,Stores
4667,Stuart,Darin,M,Baker,Bakery,West Vancouver,Stores,51.46390269,7.145899807,64.36848794,Stores
4668,Shutts,Mark,M,Dairy Person,Dairy,Port Coquitlam,Stores,39.72657133,7.05860788,68.100128,Stores
4669,Robinson,Sarah,F,Produce Clerk,Produce,New Westminster,Stores,38.17721901,6.478744175,57.07989894,Stores
4670,Rodriguez,Clifford,M,Meat Cutter,Meats,Vancouver,Stores,27.52842279,5.611459968,0,Stores
4671,Wells,Ashley,F,Meat Cutter,Meats,Vancouver,Stores,29.13605712,4.15902617,26.87436764,Stores
4672,Flannery,Norman,M,Produce Clerk,Produce,Nanaimo,Stores,41.63277117,3.359384181,75.42715475,Stores
4673,Stanton,Vera,F,Baker,Bakery,New Westminster,Stores,39.81419349,5.167946098,44.67713475,Stores
4674,Fransen,Ria,F,Cashier,Customer Service,Victoria,Stores,45.28971523,2.899103061,115.1232279,Stores
4675,Neary,Ronald,M,Produce Clerk,Produce,Richmond,Stores,48.66681107,1.748633289,107.3334739,Stores
4676,Howerton,Thomas,M,Baker,Bakery,Williams Lake,Stores,29.7797343,3.473374067,0,Stores
4677,Berg,Elissa,F,Baker,Bakery,New Westminster,Stores,40.68117825,4.183087884,84.9093488,Stores
4678,Beech,Sandra,F,Shelf Stocker,Processed Foods,Vancouver,Stores,50.82895001,4.671381209,118.1561394,Stores
4679,Slaugh,Wilma,F,Meat Cutter,Meats,Vancouver,Stores,30.47649314,5.812697991,0,Stores
4680,Miller,Albert,M,Shelf Stocker,Processed Foods,Haney,Stores,35.13168388,4.036103355,9.17632263,Stores
4681,Flores,Jeremy,M,Cashier,Customer Service,Victoria,Stores,37.79856985,5.629915136,41.75115975,Stores
4682,Doyle,Mildred,F,Shelf Stocker,Processed Foods,Vancouver,Stores,41.04882196,2.806250833,63.8956463,Stores
4683,Rowen,Cindy,F,Shelf Stocker,Processed Foods,Vancouver,Stores,29.47494906,6.621074711,0,Stores
4684,Black,James,M,Baker,Bakery,Prince George,Stores,48.00552974,4.482589555,72.70727293,Stores
4685,Simmerman,Anthony,M,Baker,Bakery,New Westminster,Stores,43.52630697,7.029059742,86.44463092,Stores
4686,Blake,Nancy,F,Baker,Bakery,Nanaimo,Stores,28.19542927,4.652211299,0,Stores
4687,Stukes,Richard,M,Baker,Bakery,Vernon,Stores,39.06540919,3.512041614,35.59465972,Stores
4688,Fulton,Ryan,M,Shelf Stocker,Processed Foods,Vancouver,Stores,23.62449749,5.55265489,0,Stores
4689,Allender,Tricia,F,Meat Cutter,Meats,Vancouver,Stores,39.82650371,5.780891501,65.44938416,Stores
4690,Rushing,Freddie,M,Produce Clerk,Produce,Prince George,Stores,43.24997539,4.056343825,99.50222918,Stores
4691,Brownlee,Lorraine,F,Baker,Bakery,Nanaimo,Stores,26.01021692,4.696288323,0,Stores
4692,Timmons,Marlon,M,Produce Clerk,Produce,Vernon,Stores,53.72481111,6.435805216,60.64134785,Stores
4693,Shultz,Rebecca,F,Baker,Bakery,New Westminster,Stores,36.98088214,4.600380177,31.79168124,Stores
4694,Brodie,Betty,F,Meat Cutter,Meats,Vancouver,Stores,50.9279962,5.201752457,103.0153836,Stores
4695,Prado,Mark,M,Baker,Bakery,Kamloops,Stores,49.12602195,2.458024938,82.30856663,Stores
4696,Long,Gordon,M,Shelf Stocker,Processed Foods,Vancouver,Stores,54.60894968,2.636842735,137.2628056,Stores
4697,Evans,Tiffany,F,Meat Cutter,Meats,Vancouver,Stores,41.29197215,3.410013115,80.33600949,Stores
4698,Munguia,Michael,M,Produce Clerk,Produce,Cranbrook,Stores,43.69595307,4.626381754,45.63764416,Stores
4699,Williams,Glen,M,Shelf Stocker,Processed Foods,Vancouver,Stores,53.97829518,3.063985287,110.7549466,Stores
4700,Ray,Charles,M,Shelf Stocker,Processed Foods,Vancouver,Stores,56.20333042,4.091168406,157.7522785,Stores
4701,Boyd,Jason,M,Baker,Bakery,Nanaimo,Stores,43.09799435,4.309756996,65.60023591,Stores
4702,Swiger,Ronald,M,Produce Clerk,Produce,New Westminster,Stores,33.34132403,4.988839229,44.07909889,Stores
4703,Perkins,Anthony,M,Baker,Bakery,Trail,Stores,40.66861885,2.160274786,25.22711029,Stores
4704,Florence,Shawn,M,Baker,Bakery,West Vancouver,Stores,57.53870596,3.093515123,102.5505901,Stores
4705,Gorman,Stephen,M,Produce Clerk,Produce,Prince George,Stores,35.46154408,6.169771758,33.21499357,Stores
4706,Demars,Arthur,M,Baker,Bakery,Prince George,Stores,50.45660489,4.731098982,80.82347474,Stores
4707,Waite,Cheryl,F,Baker,Bakery,Abbotsford,Stores,20.54819407,5.934792207,0,Stores
4708,Dipaolo,Joe,M,Produce Clerk,Produce,New Westminster,Stores,54.08971122,3.926720831,102.4592303,Stores
4709,Holgate,Robert,M,Cashier,Customer Service,Burnaby,Stores,37.20341909,3.213269408,7.789602678,Stores
4710,Evans,Carrie,F,Processed Foods Manager,Processed Foods,Grand Forks,Stores,33.68599123,4.175430191,80.0511403,Stores
4711,Galvez,Desiree,F,Shelf Stocker,Processed Foods,Vancouver,Stores,58.85324753,2.888502433,101.9278352,Stores
4712,Gray,James,M,Baker,Bakery,Surrey,Stores,37.7143342,4.891613379,13.79257844,Stores
4713,Leonardo,Jeffrey,M,Baker,Bakery,Surrey,Stores,32.61293608,7.376107834,9.793469767,Stores
4714,Bly,Paul,M,Shelf Stocker,Processed Foods,Vancouver,Stores,34.49346203,6.24499356,15.71911376,Stores
4715,Smith,Roger,M,Baker,Bakery,Surrey,Stores,37.5109475,1.197424521,23.59610532,Stores
4716,Gerry,Misty,F,Produce Clerk,Produce,Cranbrook,Stores,65.52119412,2.494527691,171.9401194,Stores
4717,Cutler,Charles,M,Baker,Bakery,Kamloops,Stores,47.82041801,2.409871184,80.40201369,Stores
4718,Fye,Andrew,M,Baker,Bakery,Nanaimo,Stores,49.92768537,5.449655787,119.1122794,Stores
4719,Tibbetts,Esther,F,Produce Clerk,Produce,New Westminister,Stores,44.27978727,2.6096951,56.50237888,Stores
4720,Butler,Eva,F,Cashier,Customer Service,Burnaby,Stores,47.675805,2.070597917,107.0259874,Stores
4721,Edwards,Dustin,M,Produce Clerk,Produce,Langley,Stores,35.29934852,5.15946141,28.86479262,Stores
4722,Martz,Thomas,M,Baker,Bakery,Kelowna,Stores,58.80785432,1.299437846,100.2389398,Stores
4723,Robbins,Pamela,F,Meat Cutter,Meats,Vancouver,Stores,48.65656832,7.112481029,93.13452713,Stores
4724,Appel,Sarah,F,Baker,Bakery,Surrey,Stores,44.20038061,4.742494886,115.912638,Stores
4725,Koopman,Calvin,M,Baker,Bakery,Surrey,Stores,52.30591263,4.695425278,104.2781623,Stores
4726,Towe,Edward,M,Produce Clerk,Produce,Nanaimo,Stores,48.22662874,3.889167542,112.6662214,Stores
4727,Queen,Thomas,M,Meat Cutter,Meats,Vancouver,Stores,38.22444304,5.255211314,47.44824376,Stores
4728,Penn,Natasha,F,Baker,Bakery,Nanaimo,Stores,43.17938822,3.508538365,96.29571589,Stores
4729,Vargas,Billy,M,Shelf Stocker,Processed Foods,Vancouver,Stores,59.66295028,6.679167457,60.12528901,Stores
4730,Fox,Danielle,F,Baker,Bakery,Nanaimo,Stores,54.67760657,0.918407318,165.0072605,Stores
4731,Lozano,Wanda,F,Baker,Bakery,Fort Nelson,Stores,28.96773966,5.092927035,0,Stores
4732,Stine,Marilyn,F,Cashier,Customer Service,Burnaby,Stores,60.18546555,5.642733784,230.5785178,Stores
4733,Binder,Anna,F,Produce Clerk,Produce,Burnaby,Stores,31.3763965,6.374320002,33.9816858,Stores
4734,Conti,Kimberly,F,Baker,Bakery,Kamloops,Stores,44.47658046,4.706556232,115.9566056,Stores
4735,Guevara,Jacob,M,Produce Clerk,Produce,Victoria,Stores,43.45867225,3.46631493,37.71768453,Stores
4736,Neal,Doris,F,Baker,Bakery,Langley,Stores,45.90960656,2.167766282,62.81854141,Stores
4737,Blackburn,Charles,M,Shelf Stocker,Processed Foods,Vancouver,Stores,36.67942277,4.687968341,0,Stores
4738,Seward,Nathan,M,Produce Clerk,Produce,Surrey,Stores,64.93673145,5.98141119,157.9561434,Stores
4739,Delarosa,Lester,M,Cashier,Customer Service,Victoria,Stores,49.19363089,1.384971529,47.02773164,Stores
4740,Applegate,Scott,M,Produce Clerk,Produce,Cranbrook,Stores,52.65183684,3.261103996,86.00819494,Stores
4741,Tomlin,Bessie,F,Produce Clerk,Produce,Cranbrook,Stores,24.77787978,4.810891378,0,Stores
4742,Durham,Melanie,F,Baker,Bakery,Kelowna,Stores,44.45859562,3.637773414,93.81982008,Stores
4743,Clemons,Charlie,M,Meat Cutter,Meats,Vancouver,Stores,50.096027,5.335178967,112.2200126,Stores
4744,Elsner,Allan,M,Baker,Bakery,New Westminster,Stores,45.05408899,4.529648436,51.14840444,Stores
4745,Gaines,Lesley,F,Baker,Bakery,Kamloops,Stores,42.12994378,7.684732873,76.36928976,Stores
4746,Odom,Kathy,F,Baker,Bakery,Williams Lake,Stores,31.77291994,3.930329152,13.83682575,Stores
4747,Augustine,Sarah,F,Produce Clerk,Produce,Terrace,Stores,25.92226722,4.086814034,0,Stores
4748,Parks,Vernon,M,Produce Clerk,Produce,New Westminister,Stores,48.38878058,2.192790587,87.21884523,Stores
4749,Tucker,Mattie,F,Baker,Bakery,West Vancouver,Stores,36.19969285,6.747698426,9.373433341,Stores
4750,Landers,Keesha,F,Meat Cutter,Meats,Vancouver,Stores,38.33291196,6.907747532,92.61696563,Stores
4751,Hadley,Mark,M,Baker,Bakery,Prince George,Stores,47.13101102,5.384524468,64.34202173,Stores
4752,Boles,James,M,Meat Cutter,Meats,Vancouver,Stores,44.44864822,3.247412999,96.09156163,Stores
4753,Scheiber,Richard,M,Meat Cutter,Meats,Nelson,Stores,61.95261998,3.80807753,102.5012609,Stores
4754,Greenhill,Fred,M,Shelf Stocker,Processed Foods,Vancouver,Stores,48.85500793,5.991738972,67.03639648,Stores
4755,Horne,Lowell,M,Produce Clerk,Produce,Langley,Stores,38.2491628,3.3339253,21.00050901,Stores
4756,Sawyer,Margaret,F,Baker,Bakery,Fort St John,Stores,46.22593771,5.207910029,62.76704673,Stores
4757,Jordan,Keith,M,Meat Cutter,Meats,Vancouver,Stores,39.80257518,4.577709416,6.418017426,Stores
4758,Gallegos,Mary,F,Baker,Bakery,Nanaimo,Stores,39.55290514,1.952985338,55.79420665,Stores
4759,Drew,Kassie,F,Cashier,Customer Service,Victoria,Stores,43.90844187,5.423276949,33.19491399,Stores
4760,Deaton,Sarah,F,Dairy Person,Dairy,Port Coquitlam,Stores,36.27186006,5.236062585,44.09531119,Stores
4761,Hammond,Kelly,F,Dairy Person,Dairy,Port Coquitlam,Stores,49.63688203,4.605447413,74.71725251,Stores
4762,Johnson,Christopher,M,Produce Clerk,Produce,Chilliwack,Stores,17.27139106,4.836741705,0,Stores
4763,Johnston,Edwin,M,Produce Clerk,Produce,Victoria,Stores,38.84999619,3.992174296,20.60985397,Stores
4764,Garcia,Herbert,M,Meat Cutter,Meats,Abbotsford,Stores,57.02159606,5.424912466,106.6170569,Stores
4765,Lange,Daniel,M,Produce Clerk,Produce,West Vancouver,Stores,26.66548897,4.645929758,12.3225663,Stores
4766,Mayfield,Jose,M,Baker,Bakery,Vernon,Stores,46.27048285,6.055429887,88.73522585,Stores
4767,Barrientos,Annette,F,Meat Cutter,Meats,Fort Nelson,Stores,44.77015213,2.715212253,73.43470378,Stores
4768,Corn,Rebecca,F,Cashier,Customer Service,Burnaby,Stores,43.89448478,4.506071654,104.4353032,Stores
4769,Soto,Karen,F,Meat Cutter,Meats,Vancouver,Stores,51.5225863,4.608759211,92.19416466,Stores
4770,Delgado,Clifton,M,Produce Clerk,Produce,Victoria,Stores,39.20041438,5.743131265,0,Stores
4771,Allen,Jean,F,Produce Clerk,Produce,Victoria,Stores,31.46119008,5.685947511,11.55248343,Stores
4772,Hudson,Olivia,F,Produce Clerk,Produce,Victoria,Stores,32.18945706,3.768466786,23.65458724,Stores
4773,McKinley,Gary,M,Baker,Bakery,North Vancouver,Stores,13.38239131,6.01920681,0,Stores
4774,Hawkins,Eileen,F,Cashier,Customer Service,Burnaby,Stores,44.91664118,4.098362256,78.15049744,Stores
4775,Halpin,Jennifer,F,Meat Cutter,Meats,Vancouver,Stores,29.4276825,6.104871451,19.47445873,Stores
4776,Cai,Douglas,M,Shelf Stocker,Processed Foods,Vancouver,Stores,23.48072949,5.248594208,0,Stores
4777,Yagi,James,M,Baker,Bakery,Nanaimo,Stores,41.93029467,2.839329442,43.41110194,Stores
4778,Moore,Norma,F,Produce Clerk,Produce,Prince George,Stores,43.93985434,5.268084886,78.28404164,Stores
4779,Hatfield,William,M,Produce Clerk,Produce,Quesnel,Stores,49.66274831,3.47512472,69.16003157,Stores
4780,Johnson,Ma,F,Shelf Stocker,Processed Foods,Vancouver,Stores,33.61840878,5.562311459,22.38228059,Stores
4781,Estrada,Michael,M,Dairy Person,Dairy,Port Coquitlam,Stores,41.58948963,4.111253944,46.00375169,Stores
4782,Brown,Todd,M,Shelf Stocker,Processed Foods,Abbotsford,Stores,28.43711043,6.189086428,5.934200209,Stores
4783,Estes,Walter,M,Baker,Bakery,Kamloops,Stores,52.27543054,4.312101691,110.2688127,Stores
4784,Erickson,James,M,Baker,Bakery,Prince George,Stores,51.97257096,1.961555939,91.15484645,Stores
4785,Bartholomew,Sara,F,Shelf Stocker,Processed Foods,Vancouver,Stores,41.71278993,5.960710791,73.05014312,Stores
4786,Scott,John,M,Baker,Bakery,New Westminster,Stores,37.33041018,2.540843512,35.38427121,Stores
4787,Ramirez,Jose,M,Cashier,Customer Service,Victoria,Stores,43.06564842,4.827401413,40.8548387,Stores
4788,Eddy,Leslie,F,Shelf Stocker,Processed Foods,Vancouver,Stores,44.64812276,5.910195849,45.01730115,Stores
